date,AAL,AAPL,AAP,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM
2014-04-04,37.41,77.1156,125.14,53.78,65.99,38.87,79.59,62.92,54.24,43.59
2014-04-07,36.78,75.4314,121.44,51.68,64.94,38.56,77.6,61.2,52.97,43.03
2014-04-08,36.0,75.0271,118.07,50.35,64.14,38.2,78.47,60.53,52.99,43.54
2014-04-09,36.08,74.6628,120.15,49.49,64.77,37.72,77.66,62.0,54.16,43.56
2014-04-10,36.7,75.8114,122.63,50.08,65.91,37.82,78.57,63.05,54.15,44.45
2014-04-11,34.1,74.1428,117.29,46.58,64.53,36.95,76.46,60.89,52.43,44.26
2014-04-14,34.0,74.5571,117.25,47.1,64.44,37.18,77.47,61.18,52.65,44.55
2014-04-15,33.52,74.3242,117.41,47.42,64.56,37.77,78.07,61.5,52.4,44.71
2014-04-16,34.17,74.0071,118.45,48.58,64.87,38.75,79.54,62.27,53.15,44.54
2014-04-17,35.5,74.2856,119.48,47.92,64.75,38.26,78.73,62.96,52.09,44.86
2014-04-21,35.08,75.0485,120.63,48.5,64.21,38.87,78.88,64.0,53.07,45.02
2014-04-22,35.76,75.4728,121.53,49.49,64.8,38.75,79.58,64.06,52.86,44.85
2014-04-23,37.14,75.5799,121.4,50.14,64.8,38.73,79.33,64.23,53.28,44.68
2014-04-24,37.84,81.1728,121.85,50.13,66.0,38.65,79.45,64.89,53.9,44.82
2014-04-25,37.0,80.6471,121.81,50.21,64.53,38.39,79.09,62.92,53.02,44.6
2014-04-28,36.41,81.8285,121.6,49.55,63.25,38.28,78.55,61.84,51.21,44.6
2014-04-29,35.2,84.8199,121.37,50.94,63.7,38.37,79.03,60.57,50.67,43.12
2014-04-30,35.68,84.6628,120.03,51.38,63.75,38.56,77.65,60.87,50.98,43.17
2014-05-01,35.86,84.5713,124.07,51.89,64.76,38.65,80.18,61.69,51.38,43.74
2014-05-02,36.27,84.6199,121.26,51.41,64.89,38.67,79.86,62.86,50.94,43.31
2014-05-05,36.08,84.3056,120.63,50.99,64.0,38.27,78.74,61.2,50.99,43.3
2014-05-06,37.14,85.9713,120.7,51.2,64.71,38.76,79.0,61.15,51.25,43.24
2014-05-07,36.53,85.0356,120.64,52.38,64.87,38.65,78.74,59.56,50.72,43.17
2014-05-08,37.25,84.0356,120.02,52.69,64.39,38.69,78.17,58.34,50.72,44.18
2014-05-09,37.96,83.5056,122.43,52.07,64.52,38.68,78.81,59.14,51.29,44.09
2014-05-12,38.35,83.9271,124.79,52.36,65.98,39.07,78.71,59.77,51.81,44.6
2014-05-13,38.95,84.5713,125.69,52.45,66.55,39.38,79.24,60.81,52.37,44.44
2014-05-14,39.08,84.6328,123.64,52.23,66.86,39.86,78.9,59.95,51.28,44.33
2014-05-15,38.55,84.9571,127.78,52.96,66.89,39.26,78.83,60.71,50.92,43.8
2014-05-16,38.01,84.0899,123.86,52.65,67.36,39.61,78.7,60.65,50.99,43.53
2014-05-19,38.49,85.4071,121.48,52.84,68.53,39.62,79.18,61.27,51.6,43.82
2014-05-20,38.54,86.3585,122.79,53.86,69.41,39.83,79.35,62.12,52.07,43.85
2014-05-21,38.28,86.2613,122.11,53.5,69.79,39.55,78.17,61.73,52.74,43.41
2014-05-22,38.3,86.6571,122.11,53.29,70.78,39.47,79.41,62.29,51.35,42.93
2014-05-23,38.53,86.7499,122.98,53.94,71.55,39.66,79.68,63.33,51.89,43.7
2014-05-27,39.38,87.9828,124.03,54.2,71.76,39.52,79.81,64.64,52.56,43.65
2014-05-28,39.4,89.4313,121.42,53.96,72.36,39.67,80.06,65.43,52.58,44.32
2014-05-29,39.89,89.6928,122.11,54.1,72.69,39.68,79.93,64.93,52.65,44.39
2014-05-30,39.83,91.1399,122.33,53.98,73.34,39.61,80.46,65.75,52.44,44.56
2014-06-02,40.0,90.5656,124.22,54.43,73.31,40.02,81.1,64.54,52.41,44.89
2014-06-03,41.13,89.7799,123.88,54.06,72.95,39.68,81.21,64.19,52.25,44.73
2014-06-04,41.36,91.0628,124.82,53.92,73.11,39.8,81.87,64.1,52.21,44.37
2014-06-05,43.0,92.3142,126.53,54.55,73.51,39.76,83.53,64.3,52.31,44.31
2014-06-06,42.45,92.8428,127.65,55.32,72.96,40.07,83.6,65.99,52.86,44.83
2014-06-09,44.0,92.7,128.2,54.42,72.4,39.94,83.49,66.7,54.28,45.01
2014-06-10,43.5,94.73,127.07,53.14,72.17,40.03,84.07,66.69,55.19,44.95
2014-06-11,42.9,94.13,126.53,53.85,71.88,40.24,83.35,66.9,55.14,44.84
2014-06-12,41.27,94.04,125.8,54.22,71.79,39.98,83.04,67.23,55.62,44.54
2014-06-13,40.25,92.2,124.65,53.67,71.45,39.77,82.96,66.7,55.54,43.53
2014-06-16,39.68,91.51,124.36,54.18,71.61,39.83,82.44,66.8,55.49,43.76
2014-06-17,41.08,92.31,125.01,54.49,71.37,39.8,82.63,67.36,55.33,44.31
2014-06-18,41.93,92.27,126.71,54.27,71.65,39.84,82.53,73.82,55.64,44.25
2014-06-19,42.82,92.29,130.0,54.14,72.18,40.51,82.83,73.17,55.27,44.54
2014-06-20,43.04,91.85,129.4,55.62,72.17,41.21,82.93,73.04,55.0,45.21
2014-06-23,44.3,91.32,129.7,53.76,72.47,40.97,82.89,72.74,54.77,44.98
2014-06-24,44.14,90.75,130.67,53.74,72.18,40.61,82.7,72.95,54.52,44.86
2014-06-25,42.9,90.21,130.98,53.52,72.58,40.63,82.31,72.27,53.82,44.14
2014-06-26,43.96,90.37,130.3,55.07,72.74,40.74,82.95,72.44,53.66,43.89
2014-06-27,44.3,90.82,130.5,56.58,72.59,40.51,81.09,72.62,53.82,43.81
2014-06-30,44.04,92.1,133.67,56.51,72.99,40.67,81.1,72.43,53.65,43.77
2014-07-01,43.44,93.52,135.86,56.42,72.67,41.18,81.09,72.09,53.77,44.29
2014-07-02,42.89,93.865,134.27,57.46,72.83,41.23,81.0,72.65,54.39,44.93
2014-07-03,42.61,93.67,135.05,57.9,73.33,41.81,81.26,72.95,54.42,45.35
2014-07-07,41.72,94.14,133.97,57.91,73.2,41.68,81.12,73.07,54.59,45.26
2014-07-08,39.14,96.27,133.99,56.68,73.0,41.33,80.99,72.59,54.68,46.54
2014-07-09,42.08,95.44,132.71,55.56,73.1,41.21,81.15,71.11,54.48,46.0
2014-07-10,41.0,93.76,132.51,54.5,72.54,41.03,80.08,70.46,54.11,45.74
2014-07-11,42.91,95.36,132.96,55.34,72.94,41.09,79.88,71.73,54.46,47.15
2014-07-14,43.26,95.86,133.65,53.89,73.32,41.95,80.16,72.55,54.76,48.06
2014-07-15,43.33,96.8,134.25,54.52,72.8,41.74,79.36,72.8,53.77,47.96
2014-07-16,44.0,96.97,133.52,53.25,72.99,41.57,79.87,72.55,53.83,47.87
2014-07-17,43.04,95.03,130.97,53.21,72.78,41.9,79.65,72.11,53.39,47.75
2014-07-18,42.23,93.62,129.92,53.0,72.85,41.9,79.49,71.9,53.04,47.49
2014-07-21,42.91,94.99,130.31,54.14,72.92,42.5,79.85,72.5,53.35,47.88
2014-07-22,42.7,94.68,128.22,53.82,73.06,43.0,80.0,72.13,53.6,48.06
2014-07-23,42.72,95.42,124.68,54.48,73.74,43.24,80.4,72.34,53.4,48.18
2014-07-24,42.5,97.035,124.9,54.22,77.05,42.94,80.33,72.3,51.36,48.36
2014-07-25,42.25,96.85,126.13,54.4,76.41,42.89,80.32,72.54,51.01,48.29
2014-07-28,41.87,97.82,125.24,53.42,76.75,42.95,80.18,72.39,50.16,48.23
2014-07-29,40.65,99.33,124.52,53.55,77.39,42.97,80.59,72.7,50.5,48.08
2014-07-30,39.9,98.44,123.2,53.28,77.99,42.96,80.6,72.5,50.82,47.68
2014-07-31,38.9,97.16,123.86,53.13,77.67,42.52,79.91,71.31,50.4,46.48
2014-08-01,38.75,94.9,121.72,52.03,77.28,42.12,78.97,69.01,49.61,46.33
2014-08-04,39.49,96.37,121.72,52.58,77.28,42.12,78.97,68.95,50.0,46.68
2014-08-05,37.89,95.36,123.58,52.77,77.27,42.14,78.96,68.3,49.61,48.39
2014-08-06,36.56,94.75,123.59,51.48,76.67,41.67,77.26,68.73,49.58,48.21
2014-08-07,37.7,94.93,123.97,51.59,76.37,41.75,78.31,68.69,50.18,48.77
2014-08-08,36.56,94.26,122.3,52.72,75.0,41.48,77.72,68.08,49.06,48.7
2014-08-11,37.79,95.27,125.81,53.0,75.77,41.92,78.96,68.5,49.81,49.21
2014-08-12,38.14,96.04,125.21,53.22,75.94,41.91,78.89,68.61,49.75,49.7
2014-08-13,37.64,96.15,125.2,52.97,76.17,41.88,78.99,69.12,50.16,49.67
2014-08-14,38.5,97.33,129.0,53.62,76.06,42.15,79.19,69.89,50.42,50.1
2014-08-15,39.98,97.9,132.35,54.34,76.79,42.36,79.48,70.88,51.19,50.09
2014-08-18,39.6,98.49,132.08,54.39,76.53,42.62,79.41,70.44,51.22,49.86
2014-08-19,40.96,99.41,133.41,54.48,76.68,42.3,79.94,71.09,51.45,49.56
2014-08-20,40.4,100.44,133.94,54.82,76.93,42.22,80.32,71.78,51.52,49.69
2014-08-21,40.75,100.57,135.4,54.79,77.06,42.29,80.66,71.07,52.03,49.85
2014-08-22,39.6,100.29,134.63,54.87,77.05,42.22,80.6,71.89,52.67,49.68
2014-08-25,40.23,101.79,136.15,55.38,77.03,42.41,81.04,72.44,52.75,49.35
2014-08-26,39.55,101.42,136.13,55.68,76.85,42.4,81.3,71.79,52.0,49.5
2014-08-27,39.36,101.02,136.47,55.85,76.97,42.73,81.46,71.53,51.65,49.37
2014-08-28,38.71,101.59,137.59,55.52,76.31,42.43,80.59,71.23,50.95,49.49
2014-08-29,39.1,102.86,137.43,55.75,77.0,42.41,81.32,71.77,51.67,49.76
2014-09-02,39.0,103.06,137.14,55.43,77.51,42.17,80.95,72.06,51.1,49.98
2014-09-03,39.73,103.1,138.42,55.16,77.51,42.4,81.55,72.55,50.39,50.32
2014-09-04,39.37,98.85,138.3,55.36,77.32,42.8,82.14,72.63,50.25,49.92
2014-09-05,38.51,98.8,138.01,55.49,77.18,42.88,81.7,72.6,50.4,50.06
2014-09-08,37.96,99.3,137.47,55.78,77.92,42.88,81.75,72.87,50.07,50.29
2014-09-09,37.63,99.08,136.39,55.53,78.22,42.83,81.7,73.58,49.93,50.53
2014-09-10,37.93,98.01,136.07,56.9,78.15,42.98,80.95,72.25,49.69,50.5
2014-09-11,38.73,100.41,135.01,57.0,77.52,42.69,81.06,72.03,49.32,50.62
2014-09-12,38.09,101.21,134.76,57.85,77.35,42.62,81.3,72.4,49.68,50.84
2014-09-15,37.6,102.81,133.71,57.75,76.99,42.61,80.99,70.63,49.23,50.45
2014-09-16,37.0,99.8,133.39,57.63,76.47,42.71,79.84,70.01,48.65,50.44
2014-09-17,37.92,101.27,135.31,58.89,77.25,42.94,80.07,68.03,49.0,51.17
2014-09-18,37.7,101.93,134.43,59.6,76.81,43.49,80.08,67.28,49.79,51.3
2014-09-19,38.06,102.29,133.73,59.84,77.47,43.96,80.64,68.12,50.64,52.32
2014-09-22,37.0,101.8,131.0,59.23,77.35,43.59,79.92,66.7,49.75,51.56
2014-09-23,35.04,100.6,130.7,56.8,76.72,42.71,79.22,67.11,49.46,51.2
2014-09-24,35.47,102.16,129.51,57.66,76.92,42.45,77.95,67.77,49.72,50.79
2014-09-25,35.88,100.51,130.62,58.47,77.71,42.42,79.97,68.85,49.94,51.34
2014-09-26,35.25,98.53,128.68,58.54,77.41,42.13,79.23,67.49,49.73,50.58
2014-09-29,35.35,98.65,128.3,58.14,77.05,41.67,78.26,67.69,49.69,50.49
2014-09-30,35.05,100.81,130.84,58.26,77.65,41.8,79.8,69.49,49.82,51.25
2014-10-01,34.72,100.59,129.89,57.93,78.21,42.05,81.18,69.13,49.35,51.17
2014-10-02,34.47,99.27,130.2,57.54,76.61,41.22,79.49,67.83,48.24,50.5
2014-10-03,34.66,99.44,133.76,57.42,77.11,41.41,80.0,67.59,47.97,50.72
2014-10-06,36.31,99.95,136.34,58.59,78.07,42.04,80.4,68.56,47.8,51.2
2014-10-07,34.75,99.43,134.34,57.6,77.2,42.09,80.51,67.4,46.79,50.4
2014-10-08,34.53,98.76,134.24,56.54,76.37,41.44,78.41,66.0,46.1,49.5
2014-10-09,33.5,101.54,135.72,58.52,77.89,42.19,79.94,67.83,47.75,47.89
2014-10-10,31.55,100.69,133.35,55.99,77.35,41.47,78.41,65.37,44.3,47.08
2014-10-13,31.07,101.33,133.41,54.88,76.94,41.47,76.84,63.01,43.43,46.36
2014-10-14,29.29,100.39,131.35,53.59,76.25,41.0,76.64,62.17,43.93,44.87
2014-10-15,30.22,97.97,131.76,52.33,75.79,40.38,74.2,59.61,42.76,42.31
2014-10-16,30.63,95.55,131.52,55.8,75.38,39.34,74.93,60.72,43.44,42.53
2014-10-17,33.88,97.5,133.84,53.78,75.47,40.35,76.83,63.46,44.99,43.67
2014-10-20,34.19,98.315,135.5,52.56,75.87,40.85,75.68,64.25,44.75,44.45
2014-10-21,36.14,103.02,140.85,55.3,76.2,41.91,76.83,64.84,45.89,45.61
2014-10-22,38.05,102.84,141.71,56.96,76.9,42.5,78.1,66.31,46.9,45.84
2014-10-23,37.43,104.08,141.15,58.1,77.32,42.0,78.22,65.62,46.57,46.27
2014-10-24,38.6,105.18,141.25,59.34,77.71,42.34,78.1,66.26,46.7,45.58
2014-10-27,39.6,104.85,142.16,60.35,78.34,42.43,78.03,66.84,46.68,45.51
2014-10-28,40.11,105.4,145.0,60.76,79.98,42.22,79.28,67.45,46.77,44.98
2014-10-29,40.07,106.65,146.33,60.99,79.58,43.93,79.47,68.21,46.93,45.77
2014-10-30,39.91,106.959,144.71,60.0,87.95,42.7,83.83,67.23,47.29,45.73
2014-10-31,41.1,108.01,147.25,63.06,85.06,44.05,81.08,69.89,48.71,47.0
2014-11-03,41.44,108.22,148.16,63.66,85.81,43.56,81.03,69.93,49.72,47.24
2014-11-04,42.83,109.36,147.09,63.21,86.63,43.02,80.89,69.95,49.6,49.05
2014-11-05,43.32,109.1,149.27,63.49,88.83,43.93,81.5,71.53,49.78,50.45
2014-11-06,42.59,108.6,138.5,62.75,87.96,43.6,82.19,71.59,50.0,50.35
2014-11-07,43.14,108.75,145.88,62.31,87.8,43.77,83.24,72.35,50.4,49.89
2014-11-10,42.5,109.02,142.23,61.99,87.02,43.35,83.16,71.63,50.16,50.69
2014-11-11,44.0,108.7,145.0,63.69,87.71,44.12,84.13,71.81,50.39,50.91
2014-11-12,43.25,109.38,144.71,63.56,87.95,44.19,83.83,71.35,50.02,50.98
2014-11-13,43.54,111.8,146.45,64.25,88.54,44.28,84.03,71.65,50.43,51.0
2014-11-14,44.0,113.15,146.8,63.98,88.87,44.59,84.27,71.7,50.34,50.92
2014-11-17,43.97,114.27,145.21,64.08,88.83,43.71,84.43,70.98,50.34,51.26
2014-11-18,43.755,113.94,145.44,64.78,89.0,43.8,84.65,69.86,50.31,51.91
2014-11-19,44.83,115.44,146.0,65.88,89.44,43.79,84.06,71.01,51.42,52.0
2014-11-20,43.65,114.91,144.21,65.04,89.19,43.3,83.48,70.33,50.35,51.94
2014-11-21,44.38,117.51,146.06,66.41,89.0,44.15,84.32,72.0,51.95,53.06
2014-11-24,43.72,116.85,145.74,67.4,89.21,43.59,83.99,71.52,51.96,52.74
2014-11-25,43.18,119.07,146.0,67.64,90.04,44.31,84.8,71.2,51.74,52.86
2014-11-26,44.31,117.94,145.86,68.34,90.22,44.16,85.28,72.08,52.53,53.03
2014-11-28,47.0,119.27,146.0,69.0,90.49,44.45,85.29,73.13,54.95,53.38
2014-12-01,49.0,118.81,146.41,69.08,90.64,44.27,85.88,73.64,54.48,52.66
2014-12-02,48.12,113.5,146.71,68.88,90.93,44.68,85.85,74.0,54.54,52.74
2014-12-03,47.74,115.75,148.44,69.17,91.99,45.22,86.4,73.64,54.95,53.33
2014-12-04,49.6,115.77,152.42,68.35,91.87,45.66,86.41,73.09,56.46,53.27
2014-12-05,50.09,115.99,154.21,69.52,92.38,45.43,86.31,73.16,56.75,52.75
2014-12-08,50.44,114.1,154.89,69.81,92.01,45.35,84.17,72.4,56.95,53.3
2014-12-09,49.1,110.19,152.01,68.21,91.45,45.33,84.17,71.34,55.83,52.29
2014-12-10,49.8,114.41,158.16,69.44,91.92,45.33,85.2,71.56,56.36,52.72
2014-12-11,49.8,112.26,157.34,66.48,91.93,44.51,84.38,70.1,57.99,51.5
2014-12-12,51.675,110.46,158.92,66.53,91.88,44.12,83.41,74.17,55.52,50.46
2014-12-15,50.21,110.7,161.7,65.75,91.55,44.16,82.13,75.66,56.01,50.11
2014-12-16,51.01,106.37,161.0,65.11,90.19,43.23,82.0,72.87,55.43,50.05
2014-12-17,48.26,107.12,157.28,65.5,89.82,43.47,83.0,72.5,54.85,49.39
2014-12-18,48.56,111.87,161.05,67.86,91.12,44.71,88.12,75.41,56.82,50.25
2014-12-19,49.67,112.26,160.71,67.69,92.04,45.91,90.15,75.0,57.03,51.41
2014-12-22,51.1,112.16,160.22,68.04,92.26,45.93,90.08,74.38,56.88,52.4
2014-12-23,50.95,113.23,160.51,67.23,92.4,46.13,91.35,74.65,57.5,52.89
2014-12-24,50.66,112.58,161.44,64.75,91.65,45.74,91.48,74.49,56.9,53.16
2014-12-26,51.46,112.1,160.28,66.51,91.54,45.81,91.4,74.74,56.8,53.09
2014-12-29,51.65,113.79,160.18,66.58,91.26,45.59,90.9,74.56,56.2,53.25
2014-12-30,53.0,113.64,161.21,66.77,91.47,45.61,90.5,73.63,55.84,53.15
2014-12-31,53.9,112.82,160.64,66.72,91.57,45.7,90.18,73.4,55.94,52.9
2015-01-02,54.28,111.39,160.85,65.62,90.61,45.25,89.67,72.7,55.68,52.2
2015-01-05,54.37,108.29,158.17,65.5,90.07,44.8,88.04,72.21,55.4,51.45
2015-01-06,54.27,106.54,156.56,65.62,90.14,44.99,87.5,71.95,54.73,50.46
2015-01-07,53.38,107.2,157.61,64.57,90.98,44.73,87.16,70.77,53.49,49.7
2015-01-08,53.48,109.23,163.36,68.16,91.74,45.19,89.0,71.4,54.39,49.29
2015-01-09,53.67,112.67,159.95,66.69,92.44,45.75,89.95,72.89,54.99,49.47
2015-01-12,51.06,112.6,160.13,66.34,93.77,45.38,89.11,72.13,54.62,49.0
2015-01-13,50.12,111.43,159.62,65.72,91.87,45.34,89.77,71.95,54.69,48.33
2015-01-14,49.41,109.04,151.9,62.62,91.42,44.29,89.54,69.88,53.42,47.67
2015-01-15,49.135,110.0,151.17,64.0,92.15,44.5,89.01,71.71,53.7,47.34
2015-01-16,49.38,107.03,148.0,62.95,91.14,43.8,87.75,70.03,52.46,47.1
2015-01-20,51.0,107.84,150.04,65.06,93.01,44.67,88.89,71.79,54.19,47.19
2015-01-21,52.65,108.95,152.49,63.1,92.38,43.96,88.35,71.16,54.24,47.1
2015-01-22,54.52,110.26,154.4,63.2,93.23,44.34,88.72,71.9,54.71,47.99
2015-01-23,55.4,112.3,156.99,63.66,94.38,44.48,89.51,73.44,54.86,47.91
2015-01-26,55.89,113.74,155.75,62.26,94.85,43.74,89.04,72.61,54.65,47.68
2015-01-27,53.99,112.42,158.09,62.33,95.17,43.88,87.95,71.71,53.92,47.96
2015-01-28,52.79,117.625,159.49,63.44,98.8,43.94,86.93,71.54,53.87,48.3
2015-01-29,51.045,116.32,159.69,62.12,96.87,43.79,84.95,70.03,52.99,47.57
2015-01-30,52.02,118.4,159.56,62.09,96.18,45.4,85.12,71.32,52.82,47.63
2015-02-02,48.58,118.05,159.0,61.49,95.57,44.93,84.42,70.44,52.1,46.79
2015-02-03,47.3,118.5,157.21,61.6,95.67,45.41,86.25,71.54,52.59,47.36
2015-02-04,48.62,118.5,156.76,58.95,95.62,45.55,89.18,71.79,53.64,48.4
2015-02-05,49.46,120.02,157.74,57.545,96.27,45.26,88.11,72.47,53.8,46.55
2015-02-06,48.84,120.02,160.4,57.71,96.95,45.59,88.6,73.18,54.87,48.7
2015-02-09,46.41,118.55,161.62,55.67,96.97,45.21,87.51,72.09,54.71,47.42
2015-02-10,47.4,120.17,160.82,55.93,96.34,44.68,87.74,72.94,54.75,47.91
2015-02-11,48.79,122.77,163.5,57.36,97.01,44.88,87.52,72.78,55.53,47.23
2015-02-12,46.75,126.06,155.0,57.4,98.83,45.04,88.06,73.6,56.36,46.8
2015-02-13,47.53,127.28,151.02,57.35,99.68,45.05,89.09,74.98,56.84,47.34
2015-02-17,48.77,127.49,149.91,58.95,100.21,46.05,89.63,76.67,56.5,48.14
2015-02-18,48.6,127.625,149.65,59.15,100.21,46.26,89.0,77.02,58.4,47.67
2015-02-19,50.78,128.48,153.18,58.92,100.52,46.36,89.53,77.42,58.41,47.5
2015-02-20,49.81,128.62,152.64,59.61,101.02,46.53,90.02,77.76,58.62,47.72
2015-02-23,51.75,130.02,155.59,61.54,101.98,47.33,90.6,78.65,58.95,48.25
2015-02-24,50.29,132.94,157.35,60.85,102.76,47.27,90.17,78.03,58.9,48.21
2015-02-25,51.3,131.56,156.5,61.1,102.97,47.55,90.64,77.76,59.31,48.59
2015-02-26,50.38,128.785,156.25,60.35,102.93,47.32,90.82,78.32,59.06,48.28
2015-02-27,49.0,130.0,155.74,60.53,103.08,47.48,90.05,79.24,59.0,47.49
2015-03-02,48.2,129.25,154.71,60.3,102.57,47.34,89.76,79.14,58.81,47.82
2015-03-03,47.9,128.96,155.39,60.35,103.41,47.14,91.18,79.63,59.54,47.52
2015-03-04,48.85,129.1,153.97,59.32,102.53,46.87,90.83,78.71,58.33,47.37
2015-03-05,49.19,128.58,151.82,57.21,103.74,46.88,91.31,77.6,58.56,47.3
2015-03-06,48.33,128.4,151.71,56.95,103.19,47.18,91.62,78.19,58.29,47.0
2015-03-09,48.05,127.96,149.0,55.93,102.47,46.5,90.73,77.76,57.97,46.21
2015-03-10,47.5,126.41,146.8,55.22,102.62,46.42,89.96,77.25,57.82,45.92
2015-03-11,46.9,124.75,146.97,56.19,103.4,46.39,88.29,75.91,57.42,45.68
2015-03-12,47.57,122.31,146.88,56.78,104.0,46.47,87.03,76.14,56.81,45.8
2015-03-13,48.75,124.4,149.2,58.12,105.26,47.21,88.18,77.18,57.31,46.42
2015-03-16,49.77,123.88,149.96,58.46,108.13,47.12,88.32,78.21,57.81,46.36
2015-03-17,52.63,125.9,151.02,58.72,109.94,47.43,88.35,78.22,58.42,46.3
2015-03-18,53.69,127.0,149.56,59.76,110.45,46.87,88.8,75.5,58.55,46.22
2015-03-19,54.57,128.75,149.06,60.09,111.88,47.46,90.89,76.48,59.43,47.05
2015-03-20,55.19,128.25,149.4,61.5,112.98,47.66,90.89,77.67,60.38,46.69
2015-03-23,55.47,127.12,151.06,60.05,113.74,47.47,91.38,77.11,60.68,47.07
2015-03-24,54.04,127.23,148.9,60.65,113.64,47.31,91.49,76.11,60.27,47.2
2015-03-25,53.62,126.54,150.87,60.08,113.9,47.04,89.41,75.5,60.34,47.16
2015-03-26,50.84,122.76,147.63,57.98,111.5,46.41,91.51,72.43,56.92,46.57
2015-03-27,51.38,124.57,149.67,57.63,112.33,46.61,93.92,72.72,57.46,46.28
2015-03-30,53.24,124.05,152.29,57.93,113.7,47.0,94.15,73.51,62.1,46.76
2015-03-31,53.66,126.09,151.8,58.01,113.42,46.83,94.01,73.11,64.18,47.06
2015-04-01,51.1,124.82,147.78,58.48,113.93,46.33,93.56,73.61,62.83,47.45
2015-04-02,50.48,125.03,143.95,57.44,112.16,46.11,93.7,75.17,62.3,47.47
2015-04-06,48.35,124.47,143.77,56.81,111.99,45.8,93.46,75.13,61.59,47.36
2015-04-07,48.3,127.64,146.05,58.25,112.91,46.3,95.64,76.07,62.71,48.39
2015-04-08,47.8,125.85,146.96,58.5,112.77,46.21,95.46,75.68,63.13,48.19
2015-04-09,48.86,125.85,148.31,59.2,113.31,46.5,95.4,75.62,63.32,48.17
2015-04-10,48.16,125.95,148.67,60.5,113.4,46.98,95.45,76.3,64.28,47.97
2015-04-13,47.47,128.37,149.97,61.81,115.31,46.78,94.34,76.44,64.25,47.9
2015-04-14,47.49,127.0,148.77,61.4,114.34,46.51,93.57,76.02,63.63,47.95
2015-04-15,48.0,126.41,149.45,62.1,114.2,46.81,94.27,76.09,62.93,48.28
2015-04-16,47.81,126.28,149.13,61.8,113.41,46.61,93.91,75.41,63.52,48.19
2015-04-17,47.96,125.55,149.01,62.12,113.21,46.29,93.29,74.38,63.36,47.85
2015-04-20,48.61,125.57,149.83,62.91,112.96,46.42,92.99,73.42,63.67,48.35
2015-04-21,50.0,128.1,153.28,63.89,113.89,46.94,93.91,74.31,64.15,48.32
2015-04-22,51.4,126.99,152.23,63.6,113.85,47.25,93.34,74.68,64.74,47.93
2015-04-23,51.07,128.3,153.65,65.26,113.81,48.35,93.38,75.08,63.04,47.93
2015-04-24,51.98,130.49,144.82,64.31,115.1,48.36,93.29,76.41,63.58,48.39
2015-04-27,52.68,132.31,148.99,66.02,115.88,48.28,94.03,76.84,62.02,48.35
2015-04-28,51.7,134.455,145.0,64.6,114.0,47.62,93.6,76.34,62.68,48.45
2015-04-29,50.58,130.16,144.5,65.7,113.69,47.28,94.25,75.61,63.05,48.69
2015-04-30,48.5,127.5,144.43,65.39,117.39,46.93,93.23,76.4,62.55,48.88
2015-05-01,48.65,126.1,143.09,65.09,115.12,46.71,93.32,76.29,62.35,48.91
2015-05-04,49.41,129.5,145.25,64.32,114.67,46.78,93.84,76.43,63.63,49.78
2015-05-05,48.21,128.15,145.45,64.2,115.62,47.02,94.44,75.35,63.04,50.42
2015-05-06,46.78,126.56,144.32,64.11,114.9,46.85,93.66,75.08,62.07,50.45
2015-05-07,47.4,124.77,144.39,63.59,114.28,46.44,92.93,74.4,61.83,50.14
2015-05-08,49.23,126.68,145.46,65.1,114.54,47.1,95.57,75.28,62.75,50.79
2015-05-11,49.0,127.39,144.98,65.19,115.14,47.28,95.5,76.32,62.75,51.09
2015-05-12,49.11,125.6,144.74,64.75,114.5,47.03,95.31,76.26,62.24,51.25
2015-05-13,49.27,126.15,147.0,64.98,115.47,47.2,95.6,76.6,62.25,52.16
2015-05-14,48.94,127.41,150.0,65.86,114.4,47.38,96.14,77.64,62.97,52.51
2015-05-15,49.41,129.07,149.57,65.93,114.86,48.56,96.83,80.0,63.89,52.79
2015-05-18,48.56,128.38,150.99,65.79,113.36,48.78,96.61,78.69,63.23,52.8
2015-05-19,49.45,130.69,152.65,65.71,113.54,48.78,97.71,79.75,63.8,52.88
2015-05-20,47.56,130.0,152.76,65.92,115.1,49.08,97.33,79.57,64.2,52.53
2015-05-21,43.19,130.07,144.19,65.45,114.5,49.06,96.78,79.54,66.0,52.33
2015-05-22,42.7,131.6,157.42,65.48,113.76,49.1,96.5,80.34,65.54,52.77
2015-05-26,43.05,132.6,160.07,65.72,113.88,49.1,96.87,79.91,66.95,52.59
2015-05-27,41.65,130.34,158.29,66.75,112.91,48.87,96.31,79.55,66.57,52.16
2015-05-28,42.25,131.86,157.25,67.42,113.15,48.88,96.7,80.17,68.35,53.0
2015-05-29,41.68,131.23,155.31,67.22,113.22,49.18,96.78,79.89,68.5,52.81
2015-06-01,42.61,131.2,154.28,66.8,112.81,48.77,96.18,79.5,68.41,52.89
2015-06-02,43.3,129.86,153.26,66.7,112.55,48.65,95.96,79.7,68.69,52.94
2015-06-03,43.35,130.66,155.72,66.9,112.35,48.96,96.77,79.93,68.08,52.93
2015-06-04,43.05,129.58,155.73,66.55,111.47,48.98,96.08,79.86,66.92,52.05
2015-06-05,42.13,129.5,156.27,66.98,111.21,48.59,95.91,78.64,66.95,51.27
